,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
262,9/21/2014,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,2014,9,276,Sunday
263,9/22/2014,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,2014,9,276,Monday
264,9/23/2014,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,2014,9,276,Tuesday
265,9/24/2014,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,2014,9,276,Wednesday
266,9/25/2014,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,2014,9,276,Thursday
267,9/26/2014,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,2014,9,276,Friday
268,9/27/2014,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,2014,9,276,Saturday
269,9/28/2014,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,2014,9,276,Sunday
270,9/29/2014,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,2014,9,276,Monday
271,9/30/2014,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2014,9,276,Tuesday
272,10/1/2014,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,2014,10,276,Wednesday
273,10/2/2014,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,2014,10,276,Thursday
274,10/3/2014,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,2014,10,276,Friday
275,10/4/2014,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2014,10,276,Saturday
276,10/5/2014,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,2014,10,276,Sunday
277,10/6/2014,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,2014,10,276,Monday
278,10/7/2014,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,2014,10,276,Tuesday
279,10/8/2014,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,2014,10,276,Wednesday
280,10/9/2014,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,2014,10,276,Thursday
281,10/10/2014,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,2014,10,276,Friday
282,10/11/2014,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,2014,10,276,Saturday
283,10/12/2014,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2014,10,276,Sunday
284,10/13/2014,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2014,10,276,Monday
285,10/14/2014,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2014,10,276,Tuesday
286,10/15/2014,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2014,10,276,Wednesday
287,10/16/2014,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2014,10,276,Thursday
288,10/17/2014,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2014,10,276,Friday
289,10/18/2014,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2014,10,276,Saturday
290,10/19/2014,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2014,10,276,Sunday
291,10/20/2014,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2014,10,276,Monday
292,10/21/2014,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,10,276,Tuesday
293,10/22/2014,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2014,10,276,Wednesday
294,10/23/2014,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2014,10,276,Thursday
295,10/24/2014,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2014,10,276,Friday
296,10/25/2014,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2014,10,276,Saturday
297,10/26/2014,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2014,10,276,Sunday
298,10/27/2014,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2014,10,276,Monday
299,10/28/2014,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2014,10,276,Tuesday
300,10/29/2014,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,10,276,Wednesday
301,10/30/2014,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2014,10,276,Thursday
302,10/31/2014,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2014,10,276,Friday
303,11/1/2014,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2014,11,276,Saturday
304,11/2/2014,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2014,11,276,Sunday
305,11/3/2014,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2014,11,276,Monday
306,11/4/2014,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2014,11,276,Tuesday
307,11/5/2014,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2014,11,276,Wednesday
308,11/6/2014,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2014,11,276,Thursday
309,11/7/2014,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2014,11,276,Friday
310,11/8/2014,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2014,11,276,Saturday
311,11/9/2014,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2014,11,276,Sunday
312,11/10/2014,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2014,11,276,Monday
313,11/11/2014,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2014,11,276,Tuesday
314,11/12/2014,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2014,11,276,Wednesday
315,11/13/2014,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2014,11,276,Thursday
316,11/14/2014,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2014,11,276,Friday
317,11/15/2014,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2014,11,276,Saturday
318,11/16/2014,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2014,11,276,Sunday
319,11/17/2014,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2014,11,276,Monday
320,11/18/2014,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2014,11,276,Tuesday
321,11/19/2014,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2014,11,276,Wednesday
322,11/20/2014,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2014,11,276,Thursday
323,11/21/2014,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2014,11,276,Friday
324,11/22/2014,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2014,11,276,Saturday
325,11/23/2014,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2014,11,276,Sunday
326,11/24/2014,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2014,11,276,Monday
327,11/25/2014,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2014,11,276,Tuesday
328,11/26/2014,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2014,11,276,Wednesday
329,11/27/2014,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2014,11,276,Thursday
330,11/28/2014,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2014,11,276,Friday
331,11/29/2014,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2014,11,276,Saturday
332,11/30/2014,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2014,11,276,Sunday
333,12/1/2014,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2014,12,276,Monday
334,12/2/2014,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2014,12,276,Tuesday
335,12/3/2014,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2014,12,276,Wednesday
336,12/4/2014,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2014,12,276,Thursday
337,12/5/2014,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2014,12,276,Friday
338,12/6/2014,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2014,12,276,Saturday
339,12/7/2014,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,2014,12,276,Sunday
340,12/8/2014,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2014,12,276,Monday
341,12/9/2014,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2014,12,276,Tuesday
342,12/10/2014,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2014,12,276,Wednesday
343,12/11/2014,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2014,12,276,Thursday
344,12/12/2014,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2014,12,276,Friday
345,12/13/2014,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2014,12,276,Saturday
346,12/14/2014,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2014,12,276,Sunday
347,12/15/2014,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2014,12,276,Monday
348,12/16/2014,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2014,12,276,Tuesday
349,12/17/2014,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2014,12,276,Wednesday
350,12/18/2014,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2014,12,276,Thursday
351,12/19/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,276,Friday
352,12/20/2014,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2014,12,276,Saturday
353,12/21/2014,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2014,12,276,Sunday
354,12/22/2014,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,2014,12,276,Monday
355,12/23/2014,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2014,12,276,Tuesday
356,12/24/2014,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2014,12,276,Wednesday
357,12/25/2014,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2014,12,276,Thursday
358,12/26/2014,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2014,12,276,Friday
359,12/27/2014,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2014,12,276,Saturday
360,12/28/2014,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2014,12,276,Sunday
361,12/29/2014,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2014,12,276,Monday
362,12/30/2014,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2014,12,276,Tuesday
363,12/31/2014,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2014,12,276,Wednesday
364,1/1/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,276,Thursday
365,1/2/2015,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2015,1,276,Friday
366,1/3/2015,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2015,1,276,Saturday
367,1/4/2015,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2015,1,276,Sunday
368,1/5/2015,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2015,1,276,Monday
369,1/6/2015,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2015,1,276,Tuesday
370,1/7/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,276,Wednesday
371,1/8/2015,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,2015,1,276,Thursday
372,1/9/2015,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2015,1,276,Friday
373,1/10/2015,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2015,1,276,Saturday
374,1/11/2015,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2015,1,276,Sunday
375,1/12/2015,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2015,1,276,Monday
376,1/13/2015,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2015,1,276,Tuesday
377,1/14/2015,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2015,1,276,Wednesday
378,1/15/2015,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2015,1,276,Thursday
379,1/16/2015,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2015,1,276,Friday
380,1/17/2015,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2015,1,276,Saturday
381,1/18/2015,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2015,1,276,Sunday
382,1/19/2015,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,1,276,Monday
383,1/20/2015,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2015,1,276,Tuesday
384,1/21/2015,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2015,1,276,Wednesday
385,1/22/2015,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2015,1,276,Thursday
386,1/23/2015,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2015,1,276,Friday
387,1/24/2015,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,1,276,Saturday
388,1/25/2015,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2015,1,276,Sunday
389,1/26/2015,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2015,1,276,Monday
390,1/27/2015,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2015,1,276,Tuesday
391,1/28/2015,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2015,1,276,Wednesday
392,1/29/2015,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2015,1,276,Thursday
393,1/30/2015,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2015,1,276,Friday
394,1/31/2015,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2015,1,276,Saturday
395,2/1/2015,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2015,2,276,Sunday
396,2/2/2015,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2015,2,276,Monday
397,2/3/2015,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2015,2,276,Tuesday
398,2/4/2015,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2015,2,276,Wednesday
399,2/5/2015,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2015,2,276,Thursday
400,2/6/2015,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2015,2,276,Friday
401,2/7/2015,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2015,2,276,Saturday
402,2/8/2015,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,2015,2,276,Sunday
403,2/9/2015,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2015,2,276,Monday
404,2/10/2015,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2015,2,276,Tuesday
405,2/11/2015,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,2,276,Wednesday
406,2/12/2015,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2015,2,276,Thursday
407,2/13/2015,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,2,276,Friday
408,2/14/2015,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2015,2,276,Saturday
409,2/15/2015,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2015,2,276,Sunday
410,2/16/2015,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2015,2,276,Monday
411,2/17/2015,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2015,2,276,Tuesday
412,2/18/2015,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,2015,2,276,Wednesday
413,2/19/2015,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2015,2,276,Thursday
414,2/20/2015,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,2,276,Friday
415,2/21/2015,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2015,2,276,Saturday
416,2/22/2015,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2015,2,276,Sunday
417,2/23/2015,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,2,276,Monday
418,2/24/2015,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2015,2,276,Tuesday
419,2/25/2015,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2015,2,276,Wednesday
420,2/26/2015,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2015,2,276,Thursday
421,2/27/2015,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2015,2,276,Friday
422,2/28/2015,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2015,2,276,Saturday
423,3/1/2015,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2015,3,276,Sunday
424,3/2/2015,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2015,3,276,Monday
425,3/3/2015,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2015,3,276,Tuesday
426,3/4/2015,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2015,3,276,Wednesday
427,3/5/2015,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2015,3,276,Thursday
428,3/6/2015,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2015,3,276,Friday
429,3/7/2015,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,3,276,Saturday
430,3/8/2015,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,3,276,Sunday
431,3/9/2015,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,3,276,Monday
432,3/10/2015,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,3,276,Tuesday
433,3/11/2015,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,3,276,Wednesday
434,3/12/2015,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2015,3,276,Thursday
435,3/13/2015,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,3,276,Friday
436,3/14/2015,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,3,276,Saturday
437,3/15/2015,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,3,276,Sunday
438,3/16/2015,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,3,276,Monday
439,3/17/2015,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,3,276,Tuesday
440,3/18/2015,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,276,Wednesday
441,3/19/2015,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2015,3,276,Thursday
442,3/20/2015,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2015,3,276,Friday
443,3/21/2015,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2015,3,276,Saturday
444,3/22/2015,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2015,3,276,Sunday
445,3/23/2015,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2015,3,276,Monday
446,3/24/2015,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2015,3,276,Tuesday
447,3/25/2015,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2015,3,276,Wednesday
448,3/26/2015,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2015,3,276,Thursday
449,3/27/2015,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,276,Friday
450,3/28/2015,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2015,3,276,Saturday
451,3/29/2015,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2015,3,276,Sunday
452,3/30/2015,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2015,3,276,Monday
453,3/31/2015,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2015,3,276,Tuesday
454,4/1/2015,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2015,4,276,Wednesday
455,4/2/2015,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2015,4,276,Thursday
456,4/3/2015,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2015,4,276,Friday
457,4/4/2015,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2015,4,276,Saturday
458,4/5/2015,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2015,4,276,Sunday
459,4/6/2015,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2015,4,276,Monday
460,4/7/2015,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2015,4,276,Tuesday
461,4/8/2015,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2015,4,276,Wednesday
462,4/9/2015,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2015,4,276,Thursday
463,4/10/2015,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2015,4,276,Friday
464,4/11/2015,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2015,4,276,Saturday
465,4/12/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,276,Sunday
466,4/13/2015,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2015,4,276,Monday
467,4/14/2015,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2015,4,276,Tuesday
468,4/15/2015,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2015,4,276,Wednesday
469,4/16/2015,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2015,4,276,Thursday
470,4/17/2015,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2015,4,276,Friday
471,4/18/2015,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2015,4,276,Saturday
472,4/19/2015,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2015,4,276,Sunday
473,4/20/2015,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2015,4,276,Monday
474,4/21/2015,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,276,Tuesday
475,4/22/2015,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,276,Wednesday
476,4/23/2015,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,276,Thursday
477,4/24/2015,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,276,Friday
478,4/25/2015,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,276,Saturday
479,4/26/2015,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,276,Sunday
480,4/27/2015,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,276,Monday
481,4/28/2015,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,276,Tuesday
482,4/29/2015,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,276,Wednesday
483,4/30/2015,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,276,Thursday
484,5/1/2015,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,276,Friday
485,5/2/2015,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,276,Saturday
486,5/3/2015,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,276,Sunday
487,5/4/2015,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,276,Monday
488,5/5/2015,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,276,Tuesday
489,5/6/2015,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,276,Wednesday
490,5/7/2015,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,276,Thursday
491,5/8/2015,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,276,Friday
492,5/9/2015,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,276,Saturday
493,5/10/2015,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,276,Sunday
494,5/11/2015,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,276,Monday
495,5/12/2015,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,276,Tuesday
496,5/13/2015,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,276,Wednesday
497,5/14/2015,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,276,Thursday
498,5/15/2015,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,276,Friday
499,5/16/2015,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,276,Saturday
500,5/17/2015,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,276,Sunday
501,5/18/2015,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,276,Monday
502,5/19/2015,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,276,Tuesday
503,5/20/2015,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,276,Wednesday
504,5/21/2015,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,276,Thursday
505,5/22/2015,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,276,Friday
506,5/23/2015,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,276,Saturday
507,5/24/2015,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,276,Sunday
508,5/25/2015,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,276,Monday
509,5/26/2015,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,276,Tuesday
510,5/27/2015,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,276,Wednesday
511,5/28/2015,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,276,Thursday
512,5/29/2015,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,276,Friday
513,5/30/2015,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,276,Saturday
514,5/31/2015,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,276,Sunday
515,6/1/2015,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,276,Monday
516,6/2/2015,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,276,Tuesday
517,6/3/2015,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,276,Wednesday
518,6/4/2015,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,276,Thursday
519,6/5/2015,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,276,Friday
520,6/6/2015,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,276,Saturday
521,6/7/2015,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,276,Sunday
522,6/8/2015,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,276,Monday
523,6/9/2015,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,276,Tuesday
